wkt_geom,id,join_segment_id,join_length,distance
Point (121.04530982229330505 14.56568389611786074),,1000124254,0.0013,2.78E-05
Point (121.04527500947209262 14.56569063490496241),,1000124254,0.0013,6.30E-05
Point (121.04525180092463188 14.56562773955063683),,1000124254,0.0013,6.57E-05
Point (121.04527965118158761 14.5656120157092559),,1000124254,0.0013,3.44E-05
Point (121.04533070998604671 14.56553115022153833),,1000124254,0.0013,3.91E-05
Point (121.04528429289109681 14.56549970252387993),,1000124253,0.0008,4.76E-06
Point (121.04525876348887437 14.56551542637327579),,1000124253,0.0008,2.45E-05
Point (121.04523323408663771 14.56554238154106073),,1000124254,0.0013,5.71E-05
Point (121.04525644263409845 14.56541659072988004),,1000124253,0.0008,5.14E-06
Point (121.04521466724865775 14.5654120981995856),,1000124253,0.0008,3.30E-05
Point (121.04519377955591608 14.56541883699499529),,1000124253,0.0008,5.49E-05
Point (121.045196100410692 14.56534246396826227),,1000124253,0.0008,2.81E-05
Point (121.04516128758945115 14.56527732224808602),,1000124253,0.0008,4.01E-05
Point (121.0452378757961327 14.56518747156797922),,1000124253,0.0008,6.13E-05
Point (121.04516592929896035 14.56519196410286554),,1000124253,0.0008,8.26E-06
Point (121.04511254963975375 14.56512906860629286),,1000124253,0.0008,3.86E-05
Point (121.04511719134924874 14.56505943428559569),,1000124253,0.0008,8.54E-06
Point (121.04512183305874373 14.56498306113437735),,1000124253,0.0008,2.43E-05
Point (121.04508005767328882 14.56493813573895579),,1000124253,0.0008,2.28E-06
Point (121.04504756570682389 14.56495385962840139),,1000124253,0.0008,3.37E-05
Point (121.04500811117611647 14.56482357593921506),,1000124253,0.0008,2.17E-05
Point (121.04502667801411064 14.56479437441210756),,1000124253,0.0008,6.41E-06
Point (121.04497097750015655 14.56471800116908533),,1000124252,0.0014,1.68E-05
Point (121.04504988656157138 14.56469104590052766),,1000124252,0.0014,6.65E-05
Point (121.04491759784094995 14.56463039653423941),,1000124252,0.0014,3.39E-05
Point (121.04491991869569745 14.56452931422000496),,1000124252,0.0014,5.72E-06
Point (121.04486421818177178 14.56443946323513572),,1000124252,0.0014,1.27E-05
Point (121.04488742672923252 14.56441250793252173),,1000124252,0.0014,1.88E-05
Point (121.04485493476276758 14.56435859731743498),,1000124252,0.0014,8.65E-06
Point (121.04480851766781768 14.56435859731743498),,1000124252,0.0014,3.45E-05
Point (121.04476674228237698 14.56420135794815351),,1000124252,0.0014,1.50E-05
Point (121.04472032518741287 14.56418338772738608),,1000124252,0.0014,5.14E-05
Point (121.04472264604214615 14.56410476799429432),,1000124252,0.0014,2.01E-05
Point (121.04471800433266537 14.5640373796293332),,1000124252,0.0014,5.48E-07
Point (121.04467622894721046 14.56406208869887919),,1000124252,0.0014,4.74E-05
Point (121.0446646246734872 14.56399919288005229),,1000124252,0.0014,3.49E-05
Point (121.0447528171538778 14.56397673008326876),,1000124252,0.0014,5.54E-05
Point (121.04461820757850887 14.56393854332347892),,1000124252,0.0014,5.55E-05
Point (121.04456714877407819 14.56385992350309877),,1000124252,0.0014,6.20E-05
Point (121.04460428245003811 14.56386666234593719),,1000124252,0.0014,3.32E-05
Point (121.04459964074054312 14.56380376647137354),,1000124252,0.0014,5.73E-06
Point (121.04451841082436658 14.56374985570747427),,1000124252,0.0014,4.91E-05
Point (121.04454161937185575 14.56372963916762409),,1000124252,0.0014,1.88E-05
Point (121.04463213270700805 14.56370942262590518),,1000124252,0.0014,6.96E-05
Point (121.04450448569589582 14.563527473667083),,1000124252,0.0014,5.02E-05
Point (121.04446735201990748 14.56361058617306981),,1000124252,0.0014,2.35E-05
Point (121.04447663543891167 14.56347580912055228),,1000124252,0.0014,5.20E-05
Point (121.04440004723224433 14.56343537598871762),,1000124251,0.0024,5.90E-06
Point (121.04435363013728022 14.5634443611297737),,1000124251,0.0024,3.85E-05
Point (121.04447895629365917 14.56341965199101907),,1000124252,0.0014,8.21E-05
Point (121.04436059270152271 14.56330733768906605),,1000124251,0.0024,3.82E-05
Point (121.04433506329931447 14.56336574113321625),,1000124251,0.0024,1.38E-05
Point (121.04426079594738042 14.5633028451157962),,1000124251,0.0024,4.50E-05
Point (121.044221341416673 14.56323994908043673),,1000124251,0.0024,4.63E-05
Point (121.04421669970717801 14.56317705302712717),,1000124251,0.0024,1.78E-05
Point (121.04423062483567719 14.56316582158715178),,1000124251,0.0024,1.24E-07
Point (121.04428864620435036 14.56318828446654123),,1000124251,0.0024,3.80E-05
Point (121.04423062483567719 14.56309394035775995),,1000124251,0.0024,3.70E-05
Point (121.04414243235525817 14.56313661984054697),,1000124251,0.0024,6.06E-05
Point (121.04412386551726399 14.5630602460234222),,1000124251,0.0024,3.71E-05
Point (121.04413546979101568 14.56301756652586299),,1000124251,0.0024,5.13E-06
Point (121.04406352329384333 14.563010827657072),,1000124251,0.0024,6.33E-05
Point (121.04402174790837421 14.56292546863457815),,1000124251,0.0024,5.50E-05
Point (121.04405656072958664 14.5628985131469193),,1000124251,0.0024,1.13E-05
Point (121.04410529867929824 14.56290075943768336),,1000124251,0.0024,2.93E-05
Point (121.04404031474636838 14.56279293745521741),,1000124251,0.0024,2.93E-05
Point (121.04398693508716178 14.5628154003725836),,1000124251,0.0024,2.80E-05
Point (121.04396140568492513 14.56286706507382966),,1000124251,0.0024,7.66E-05
Point (121.04395444312069685 14.56282438553887992),,1000124251,0.0024,6.05E-05
Point (121.043884817478272 14.56277272082764718),,1000124251,0.0024,9.10E-05
Point (121.04390106346149025 14.56273004127445603),,1000124251,0.0024,5.11E-05
Point (121.04390802602574695 14.56269634688450765),,1000124251,0.0024,2.41E-05
Point (121.04381519183584714 14.56265366731653366),,1000124251,0.0024,6.78E-05
Point (121.04385696722128785 14.56266265248942027),,1000124251,0.0024,4.16E-05
Point (121.04384072123806959 14.56260649515284555),,1000124251,0.0024,1.79E-05
Point (121.043884817478272 14.56260649515284555),,1000124251,0.0024,1.59E-05
Point (121.04378734157886299 14.56258403221419684),,1000124251,0.0024,4.43E-05
Point (121.0437316410649089 14.56256381556747925),,1000124251,0.0024,7.37E-05
Point (121.04372467850068062 14.56251215079519312),,1000124251,0.0024,4.55E-05
Point (121.04373628277443231 14.56248070266701511),,1000124251,0.0024,1.63E-05
Point (121.04376877474089724 14.56246273230602384),,1000124251,0.0024,2.01E-05
Point (121.04364809029401329 14.56244700823897631),,1000124251,0.0024,6.17E-05
Point (121.04363184431079503 14.56237961936746927),,1000124251,0.0024,3.04E-05
Point (121.04367826140573072 14.56239309714342056),,1000124251,0.0024,3.77E-06
Point (121.04369450738894898 14.56236164899827124),,1000124251,0.0024,2.90E-05
Point (121.0437850207241155 14.56241780639719785),,1000124251,0.0024,6.16E-05
Point (121.04360863576330587 14.56232570825545025),,1000124251,0.0024,1.32E-05
Point (121.04360863576330587 14.5622628119414248),,1000124251,0.0024,2.76E-05
Point (121.04354365183034759 14.56225382675224012),,1000124251,0.0024,1.61E-05
Point (121.04350883900916358 14.56227853602161382),,1000124251,0.0024,5.86E-05
Point (121.0435459726851235 14.56219317671569335),,1000124251,0.0024,2.50E-05
Point (121.04351580157339185 14.56209209328438448),,1000124251,0.0024,6.74E-05
Point (121.0434925930259169 14.56216846743676641),,1000124251,0.0024,2.92E-07
Point (121.04345081764046199 14.56217969892752784),,1000124251,0.0024,3.88E-05
Point (121.04340207969077881 14.56216397484030267),,1000124251,0.0024,6.58E-05
Point (121.04338351285278463 14.56210781737674864),,1000124251,0.0024,4.35E-05
Point (121.04340440054549788 14.56208984698537634),,1000124251,0.0024,1.60E-05
Point (121.04345778020470448 14.56209883218124013),,1000124251,0.0024,1.89E-05
Point (121.04339975883600289 14.56200224130656018),,1000124251,0.0024,3.72E-05
Point (121.04337655028854215 14.56201571910556503),,1000124251,0.0024,1.08E-05
Point (121.0433440583220488 14.56201796540531035),,1000124251,0.0024,1.54E-05
Point (121.04331388721035978 14.56206289139560894),,1000124251,0.0024,6.75E-05
Point (121.04321641131093656 14.56197303940587595),,1000124251,0.0024,8.35E-05
Point (121.04326747011539567 14.56198651720666426),,1000124251,0.0024,5.34E-05
Point (121.04330228293660809 14.56194159120081721),,1000124251,0.0024,2.27E-06
Point (121.04322569472994076 14.5619078966904425),,1000124251,0.0024,3.43E-05
Point (121.04318391934448584 14.56190115778774619),,1000124251,0.0024,6.17E-05
Point (121.04311429370206099 14.56186746327116133),,1000124251,0.0024,9.29E-05
Point (121.04318624019923334 14.56184949286022245),,1000124251,0.0024,2.65E-05
Point (121.04312357712105097 14.56180232052454393),,1000124251,0.0024,4.37E-05
Point (121.0430655557523778 14.56181130573211213),,1000124251,0.0024,9.37E-05
Point (121.04308412259034355 14.56179333531660625),,1000124251,0.0024,6.79E-05
Point (121.04308180173559606 14.56175739448118023),,1000124251,0.0024,4.64E-05
Point (121.04311661455680849 14.56175065557389203),,1000124251,0.0024,1.55E-05
Point (121.04306323489760189 14.56172369994265026),,1000124251,0.0024,3.87E-05
Point (121.0429634381434596 14.56170348321706776),,1000124251,0.0024,0.000101638
Point (121.0429634381434596 14.56164058672560557),,1000124251,0.0024,6.09E-05
Point (121.04296575899820709 14.56160464586529457),,1000124251,0.0024,3.58E-05
Point (121.04290077506526302 14.56159116804116316),,1000124250,0.0019,7.35E-05
Point (121.04287988737253556 14.56163609411837889),,1000124250,0.0019,0.000120584
Point (121.04289149164628725 14.56153725673641652),,1000124250,0.0019,4.04E-05
Point (121.04283347027758566 14.56151928629858183),,1000124250,0.0019,6.69E-05
Point (121.04281722429433898 14.56152602521293282),,1000124250,0.0019,8.29E-05
Point (121.04279865745637323 14.56155298086834549),,1000124250,0.0019,0.00011531
Point (121.04273135266869588 14.5614878380288193),,1000124250,0.0019,0.000113661
Point (121.04273367352344337 14.56146088236547875),,1000124250,0.0019,9.24E-05
Point (121.04276384463516081 14.56143617300450543),,1000124250,0.0019,5.37E-05
Point (121.04269189813796004 14.56138450796809281),,1000124250,0.0019,6.51E-05
Point (121.04265476446200012 14.56138001535565074),,1000124250,0.0019,8.72E-05
Point (121.04261066822181192 14.56137552274311986),,1000124250,0.0019,0.000113986
Point (121.04264083933352936 14.56132385769249638),,1000124250,0.0019,5.56E-05
Point (121.04261763078604019 14.56126320740022173),,1000124250,0.0019,2.72E-05
Point (121.04258978052907025 14.56128117785893217),,1000124250,0.0019,5.93E-05
Point (121.04256193027211452 14.56128791678057155),,1000124250,0.0019,8.32E-05
Point (121.0425224757413929 14.56129914831616645),,1000124250,0.0019,0.00011839
Point (121.04244588753472556 14.56122502017061393),,1000124250,0.0019,0.000116513
Point (121.04245749180844882 14.56120480339932222),,1000124250,0.0019,9.38E-05
Point (121.04250622975817464 14.56121378863124072),,1000124250,0.0019,6.71E-05
Point (121.04251783403189791 14.56118009400965896),,1000124250,0.0019,3.46E-05
Point (121.04242964155147888 14.56112842891326054),,1000124250,0.0019,5.55E-05
Point (121.04238786616602397 14.56113741414829654),,1000124250,0.0019,8.97E-05
Point (121.0423762618923007 14.56117335508473687),,1000124250,0.0019,0.000124426
Point (121.04235073249006405 14.56107002487666158),,1000124250,0.0019,6.35E-05
Point (121.04226254000965923 14.56103633023313471),,1000124250,0.0019,9.63E-05
Point (121.04226254000965923 14.56099140403375891),,1000124250,0.0019,6.25E-05
Point (121.0423762618923007 14.56099589665410221),,1000124250,0.0019,9.08E-06
Point (121.04219291436722017 14.56094872413585861),,1000124250,0.0019,7.62E-05
Point (121.04217666838400191 14.56089256636289875),,1000124250,0.0019,4.47E-05
Point (121.04212096787004782 14.56094423151454897),,1000124250,0.0019,0.000120242
Point (121.04211864701531454 14.56089705898526354),,1000124250,0.0019,8.63E-05
Point (121.04204437966339469 14.56087459587253541),,1000124250,0.0019,0.000115654
Point (121.04204902137287547 14.56083640857563921),,1000124250,0.0019,8.30E-05
Point (121.04207919248460712 14.56082517701647028),,1000124250,0.0019,5.53E-05
Point (121.04197707487571734 14.56080271389642711),,1000124250,0.0019,0.000101729
Point (121.04190744923327827 14.56075329502426818),,1000124250,0.0019,0.000106775
Point (121.041935299490234 14.56074880239897773),,1000124250,0.0019,8.58E-05
Point (121.04194458290923819 14.5607083687672354),,1000124250,0.0019,4.85E-05
Point (121.04207455077508371 14.56073757083534304),,1000124250,0.0019,1.01E-05
Point (121.04192369521651074 14.56063648673695532),,1000124250,0.0019,5.51E-06
Point (121.04184246530031999 14.56060279202719698),,1000124250,0.0019,3.01E-05
Point (121.04182621931710173 14.56063424042313947),,1000124250,0.0019,6.48E-05
Point (121.04182621931710173 14.56068365932196329),,1000124250,0.0019,0.00010332
Point (121.04175891452942437 14.56061177728363099),,1000124250,0.0019,8.94E-05
Point (121.04175659367467688 14.56057808257009256),,1000124250,0.0019,6.46E-05
Point (121.04170553487021778 14.56056011205410705),,1000124250,0.0019,8.25E-05
Point (121.04174266854620612 14.56053315627738698),,1000124250,0.0019,3.83E-05
Point (121.04177051880314764 14.5605039541822201),,1000124250,0.0019,1.95E-06
Point (121.04164751350154461 14.56043431840120306),,1000124250,0.0019,2.07E-05
