wkt_geom,id,join_segment_id,join_length,distance
Point (121.03352985723336133 14.55368904385951012),,1000124236,0.0029,9.76E-05
Point (121.03357627432831123 14.55364860893399559),,1000124236,0.0029,3.67E-05
Point (121.03353449894288474 14.55360143484486457),,1000124236,0.0029,2.80E-05
Point (121.03348576099317313 14.55360143484486457),,1000124236,0.0029,5.96E-05
Point (121.03344862731721321 14.55360143484486457),,1000124236,0.0029,8.38E-05
Point (121.03346719415517896 14.55364186977902996),,1000124236,0.0029,0.000102425
Point (121.03349272355742983 14.55352730411298623),,1000124236,0.0029,1.24E-06
Point (121.03347879842893065 14.55355650713154425),,1000124236,0.0029,3.00E-05
Point (121.03343934389822323 14.55355201435971857),,1000124236,0.0029,5.22E-05
Point (121.03338364338426913 14.55354976797376665),,1000124236,0.0029,8.67E-05
Point (121.03336043483679418 14.55356099990329355),,1000124236,0.0029,0.000110331
Point (121.03329545090387853 14.55350259386350409),,1000124236,0.0029,0.000108165
Point (121.03332330116083426 14.55348462277122756),,1000124236,0.0029,7.64E-05
Point (121.03331401774184428 14.5534531733562229),,1000124236,0.0029,5.85E-05
Point (121.03337900167478836 14.5534554197431536),,1000124236,0.0029,1.80E-05
Point (121.03323510868041524 14.55344868058229757),,1000124236,0.0029,0.000106398
Point (121.03316316218324289 14.55338128896224248),,1000124236,0.0029,0.000101927
Point (121.03319101244021283 14.5533678106357609),,1000124236,0.0029,7.36E-05
Point (121.03326527979213267 14.55334759314450643),,1000124236,0.0029,9.96E-06
Point (121.03335579312729919 14.5533970136754256),,1000124236,0.0029,1.13E-05
Point (121.0332119001329545 14.55329592621398405),,1000124236,0.0029,5.37E-06
Point (121.03316084132849539 14.55332288287489817),,1000124236,0.0029,5.90E-05
Point (121.0331585204737479 14.55329143343683995),,1000124236,0.0029,3.66E-05
Point (121.03308657397657555 14.55333411481597672),,1000124236,0.0029,0.00011584
Point (121.03308657397657555 14.55329367982542443),,1000124236,0.0029,8.51E-05
Point (121.03300998576990821 14.55327121593858841),,1000124236,0.0029,0.0001178
Point (121.03311906594304048 14.55324875204946089),,1000124236,0.0029,2.98E-05
Point (121.03310049910506052 14.55325773760538866),,1000124236,0.0029,4.87E-05
Point (121.03304479859113485 14.55322404176878592),,1000124236,0.0029,5.93E-05
Point (121.03313067021677796 14.55321505621148326),,1000124236,0.0029,3.31E-06
Point (121.03304015688163986 14.55316788202968326),,1000124236,0.0029,1.97E-05
Point (121.03300534406042743 14.55318360675807021),,1000124236,0.0029,5.42E-05
Point (121.03296821038446751 14.55320157787486224),,1000124236,0.0029,9.20E-05
Point (121.03291018901576592 14.55319034592704242),,1000124236,0.0029,0.000121182
Point (121.03303783602689236 14.55312969339892604),,1000124236,0.0029,7.87E-06
Point (121.03299606064140903 14.55307128724499321),,1000124236,0.0029,2.51E-05
Point (121.03299141893192825 14.55310722949539759),,1000124236,0.0029,5.22E-06
Point (121.03294500183697835 14.5530959975427816),,1000124236,0.0029,2.68E-05
Point (121.03288233875879598 14.5530959975427816),,1000124236,0.0029,6.76E-05
Point (121.03291250987051342 14.55315215730016476),,1000124236,0.0029,9.06E-05
Point (121.03282431739009439 14.5531139686666986),,1000124236,0.0029,0.00011893
Point (121.03284520508283606 14.5530959975427816),,1000124236,0.0029,9.17E-05
Point (121.03285448850181183 14.55305556250860555),,1000124236,0.0029,5.49E-05
Point (121.03283824251859357 14.55299715633505464),,1000124236,0.0029,2.11E-05
Point (121.03282431739009439 14.55302635942376455),,1000124236,0.0029,5.23E-05
Point (121.03278950456888197 14.55305331611759101),,1000124236,0.0029,9.55E-05
Point (121.03271987892645711 14.55301737385842209),,1000124236,0.0029,0.000113376
Point (121.03276861687616872 14.55297019963435901),,1000124236,0.0029,4.58E-05
Point (121.03275005003817455 14.55292077900786829),,1000124236,0.0029,2.03E-05
Point (121.03270827465273385 14.55293201096940336),,1000124236,0.0029,5.60E-05
Point (121.03265953670300803 14.55288259033436482),,1000124233,0.002,5.03E-05
Point (121.03260151533434907 14.55283766247471355),,1000124233,0.002,5.41E-05
Point (121.03265721584826053 14.55283541608148568),,1000124233,0.002,1.61E-05
Point (121.0326270447365431 14.55278150263729486),,1000124233,0.002,5.10E-06
Point (121.03249939772541666 14.5527612850923127),,1000124233,0.002,6.29E-05
Point (121.0325829484963549 14.55287809754879902),,1000124233,0.002,9.69E-05
Point (121.03247386832319421 14.5528196913282919),,1000124233,0.002,0.000123793
Point (121.0323879966975511 14.55275005312208947),,1000124233,0.002,0.000127056
Point (121.03246458490420423 14.5527253427855765),,1000124233,0.002,5.84E-05
Point (121.03249475601593588 14.55270961802454366),,1000124233,0.002,2.68E-05
Point (121.032571344222589 14.55272084999682924),,1000124233,0.002,1.47E-05
Point (121.03242513037351102 14.55265345815454303),,1000124233,0.002,2.96E-05
Point (121.03240888439026435 14.55267142931448987),,1000124233,0.002,5.38E-05
Point (121.03235782558581946 14.5526377333883854),,1000124233,0.002,6.16E-05
Point (121.03241584695449262 14.55261077664378355),,1000124233,0.002,3.34E-06
Point (121.03238103413330862 14.55259280547888778),,1000124233,0.002,1.24E-05
Point (121.03232533361935452 14.55259729827025517),,1000124233,0.002,5.22E-05
Point (121.03233229618359701 14.55257258791664299),,1000124233,0.002,2.89E-05
Point (121.03231140849085534 14.55252541359750751),,1000124233,0.002,6.81E-06
Point (121.03226963310540043 14.55254563116409017),,1000124233,0.002,4.94E-05
Point (121.03220929088196556 14.55250519602907744),,1000124233,0.002,5.81E-05
Point (121.03219768660822808 14.55244454331268678),,1000124233,0.002,1.97E-05
Point (121.03223946199368299 14.55242881853164327),,1000124233,0.002,1.94E-05
Point (121.03210717327307577 14.55241534014699667),,1000124233,0.002,5.67E-05
Point (121.03211877754682746 14.55235693380402395),,1000124233,0.002,4.83E-06
Point (121.0320421893401317 14.55235918020211194),,1000124233,0.002,5.65E-05
Point (121.03202594335691344 14.55231874503295408),,1000124233,0.002,3.65E-05
Point (121.03208860643511002 14.5523052666415893),,1000124233,0.002,1.46E-05
Point (121.03194935515024611 14.55228055625527972),,1000124233,0.002,5.75E-05
Point (121.03191222147427197 14.55221091787898224),,1000124233,0.002,2.90E-05
Point (121.03185187925085131 14.55217722188256069),,1000124233,0.002,4.28E-05
Point (121.03177297018942227 14.55213678668005883),,1000124233,0.002,6.37E-05
Point (121.03178921617265473 14.5521008442716191),,1000124233,0.002,2.58E-05
Point (121.03182634984861465 14.5520851194660974),,1000124233,0.002,1.03E-05
Point (121.03171494882072068 14.5520851194660974),,1000124233,0.002,6.24E-05
Point (121.03171494882072068 14.55205366985165938),,1000124233,0.002,3.85E-05
Point (121.0316128312118451 14.55199301701118664),,1000124233,0.002,5.92E-05
Point (121.03165228574255252 14.55199301701118664),,1000124233,0.002,3.35E-05
Point (121.03165460659730002 14.55194134976356501),,1000124233,0.002,7.21E-06
Point (121.03157569753587097 14.55196156738364444),,1000124233,0.002,5.96E-05
Point (121.03155480984312931 14.55187395768328429),,1000124233,0.002,6.85E-06
Point (121.03152928044092107 14.55190091451785683),,1000124233,0.002,4.39E-05
Point (121.03148982591019944 14.55190316092060066),,1000124233,0.002,7.14E-05
Point (121.03149678847445614 14.551842508038769),,1000124233,0.002,2.09E-05
Point (121.0314666173627387 14.55180207277494553),,1000124233,0.002,9.92E-06
Point (121.03143180454152628 14.55180207277494553),,1000124233,0.002,3.26E-05
Point (121.03140163342979463 14.55180656558240493),,1000124233,0.002,5.57E-05
Point (121.03135057462536395 14.55176163750371643),,1000124233,0.002,5.50E-05
Point (121.0313668206085822 14.55173917346095536),,1000124233,0.002,2.74E-05
Point (121.0314225211225363 14.55174815907834507),,1000124233,0.002,2.16E-06
Point (121.03130183667565234 14.55174141986534053),,1000124233,0.002,7.15E-05
Point (121.03130183667565234 14.55171221660662439),,1000124233,0.002,4.94E-05
Point (121.03130415753039983 14.5516717813189338),,1000124233,0.002,1.72E-05
Point (121.03123917359746997 14.55163359242931698),,1000124233,0.002,3.07E-05
Point (121.0312206067594758 14.55166504210360223),,1000124233,0.002,6.66E-05
Point (121.0311718688097784 14.55162011399611011),,1000124233,0.002,6.44E-05
Point (121.03119043564777257 14.55159315712723789),,1000124233,0.002,3.18E-05
Point (121.03112777256959021 14.55158192509756176),,1000060329,0.0006,6.16E-05
Point (121.0310790346198786 14.55154822900511391),,1000060329,0.0006,6.43E-05
Point (121.03111848915060023 14.55152351853405079),,1000060329,0.0006,2.07E-05
Point (121.03103261752490027 14.55150330087385768),,1000060329,0.0006,5.67E-05
Point (121.03104654265341367 14.5514651119550944),,1000060329,0.0006,1.79E-05
Point (121.03098620042996458 14.55148982243269806),,1000060329,0.0006,7.41E-05
Point (121.03098620042996458 14.5514201838069166),,1000060329,0.0006,1.87E-05
Point (121.03093746248025298 14.5514201838069166),,1000060329,0.0006,4.82E-05
Point (121.0308840828210748 14.55137974846572746),,1000060329,0.0006,4.84E-05
Point (121.03088872453056979 14.55134155952559283),,1000060329,0.0006,1.52E-05
